caseid,startmonth,startday,startyear,endmonth,endday,endyear,ongoingasofmonth,ongoingasofday,ongoingasofyear,sender1,sender2,sender3,sender4,sender5,primarysender,targetstate,institution,institutionid,targetinstitution,otherinstitution,issue1,issue2,issue3,otherissue,threat,threatid1,threatid2,threatid3,sanctiontypethreat,othersanctiontypethreatened,bspecif,scommit,threatenedtargetinterest,dsanctions,carrots,anticipatedtargetcosts,anticipatedtargetcostsfigureifav,tcurrency,tyearofestimate,anticipatedsendercosts,scurrency,syearofestimate,imposition,sancimpositionstartmonth,sancimpositionstartday,sancimpositionstartyear,sanctionidentity,sanctiontype,othersanctiontype,implementationofdiplomaticsancti,carrotsduringsanction,carrotvalue,carrotcurrency,carrotyear,targetcosts,targeteconomiccostsfigure,targeteconomiccostscurrency,targeteconomiccostsyear,sendercosts,sendereconomiccostsfigure,sendereconomiccostscurrency,sendereconomiccostsyear,finaloutcome,settlementnaturesender,settlementnaturetarget
1998089901,8,,1998,12,23,1998,,,,100,,,,,100,2,1,4580,1,,13,,,,1,6,8,,4,,2,2,1,,,1,,,,1,,,1,8,,1998,5,3,,,0,,,,1,,,,1,,,,8,2,8
1998101201,10,12,1998,,,,8,29,2008,70,,,,,70,2,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,1,10,12,1998,1,3,,,0,,,,1,,,,1,,,,,,
1998102301,10,23,1998,,,,,,,750,,,,,750,710,0,,,,13,,,,1,6,,,4,,,,3,,,1,,,,1,,,1,10,23,1998,5,3,,,0,,,,1,,,10,1,,,10,,,
1998102302,10,23,1998,,,,,,,750,,,,,750,740,0,,,,13,,,,1,6,,,4,,,,3,,,1,,,,1,,,1,10,23,1998,5,3,,,0,,,,1,,,10,1,,,10,,,
1998102303,10,23,1998,,,,,,,750,,,,,750,325,0,,,,13,,,,1,6,,,4,,,,3,,,1,,,,1,,,1,10,23,1998,5,3,,,0,,,,1,,,10,1,,,10,,,
1998102304,10,23,1998,,,,,,,750,,,,,750,230,0,,,,13,,,,1,6,,,4,,,,3,,,1,,,,1,,,1,10,23,1998,5,3,,,0,,,,1,,,10,1,,,10,,,
1998102305,10,23,1998,,,,,,,750,,,,,750,235,0,,,,13,,,,1,6,,,4,,,,3,,,1,,,,1,,,1,10,23,1998,5,3,,,0,,,,1,,,10,1,,,10,,,
1998102306,10,23,1998,,,,,,,750,,,,,750,325,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,10,23,1998,5,3,,,0,,,,1,,,,1,,,,,,
1998102307,10,23,1998,,,,,,,750,,,,,750,740,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,10,23,1998,5,3,,,0,,,,1,,,,1,,,,,,
1998102308,10,23,1998,,,,,,,750,,,,,750,230,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,10,23,1998,5,3,,,0,,,,1,,,,1,,,,,,
1998102309,10,23,1998,,,,,,,750,,,,,750,235,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,10,23,1998,5,3,,,0,,,,1,,,,1,,,,,,
1998111002,11,10,1998,6,9,1999,,,,2,,,,,2,140,0,,,,13,,,,1,5,1,,4,,1,2,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,2,8,2
1998111201,11,12,1998,5,12,1999,,,,2,,,,,2,713,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,2,8
1998111701,11,17,1998,12,17,1998,,,,640,,,,,640,325,0,,,,4,,,,1,6,,,10 3,,2,3,3,,,1,3,bln. USD,1998,1,,,0,,,,,,,,,,,,,,,,,,,,4,-9,-9
1998112101,11,21,1998,,,,,,,2,,,,,2,740,0,,,,13,,,,1,5,,,4,,1,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
1998122101,12,21,1998,4,20,1999,,,,2,,,,,2,1000,1,4580,1,,13,,,EU is target,1,6,,,4,,2,2,3,,,1,191400000,USD,1999,1,,,1,12,21,1998,5,3,,,0,,,,1,,,,1,,,,7,8,2
1999013101,1,31,1999,4,19,2000,,,,230,,,,,230,200,0,,,,13,,,,1,6,,,9,,,,1,,,1,,,,1,,,1,1,31,1999,5,8,,,0,,,,1,,,,1,,,,10,4,6
1999021101,2,11,1999,5,13,1999,,,,2,,,,,2,20,0,,,,13,,,,1,6,,,4,,2,,3,,,1,4,bln. USD,1999,1,,,0,,,,,,,,,,,,,,,,,,,,5,6,4
1999021102,2,11,1999,6,19,2000,,,,2,200,,,,,531,1,4400,0,,2,,,,1,8,4,,5,,2,3,5,,,2,,,,1,,,1,5,13,2000,6,4,,,0,,,,,,,,1,,,,7,8,2
1999021103,2,11,1999,6,19,2000,,,,2,200,,,,,530,1,4400,0,,2,,,,1,8,4,,5 9,,2,3,5,,,2,,,,1,,,1,5,13,2000,6,4,,,0,,,,,,,,1,,,,7,8,2
1999021201,2,12,1999,2,22,1999,,,,2,,,,,2,365,0,,,,13,,,,1,1,,,4,,2,2,3,,,2,,,,1,,,0,,,,,,,,,,,,,,,,,,,,1,7,3
1999021301,2,13,1999,5,10,1999,,,,2,,,,,2,750,0,,,,13,,,,1,5,,,4,,2,2,3,,,1,,,,1,,,0,,,,,,,,0,,,,,,,,,,,,3,2,8
1999021801,2,18,1999,2,27,1999,,,,2,,,,,2,150,,,,,11,,,,1,5,3,,8,,1,3,1,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,0,10
1999029901,2,,1999,,,,,,,705,,,,,705,703,0,,,,13,,,,1,6,,,4,,,,,,,,,,,,,,1,2,,1999,5,3,,,0,,,,1,-9,,,1,,,,,,
1999029902,2,,1999,,,,,,,705,,,,,705,704,0,,,,13,,,,1,6,,,4,,,,,,,,,,,,,,1,2,,1999,5,3,,,0,,,,1,-9,,,1,,,,,,
1999032201,3,22,1999,,,,,,,2,20,,,,2,1000,1,4580,1,,13,,,EU,1,6,,,4,,2,3,3,,,1,282000000,USD,1999,1,,,1,7,19,1999,5,3,,,0,,,,1,125000000,USD,1999,1,,,,6,3,7
1999032401,3,24,1999,,,,7,26,1999,2,20,,,,2,1000,0,,,,13,,,target is EU,1,6,,,4,,2,3,3,,,1,1250000000,USD,1999,1,,,1,5,14,1999,5,3,,,0,,,,1,70000000,USD,1999,1,,,,9,,
1999032901,3,29,1999,1,9,2001,,,,2,,,,,2,900,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,1,3,29,1999,4,3,,,0,,,,1,,,,1,,,,10,3,7
1999032902,3,29,1999,1,9,2001,,,,2,,,,,2,920,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,64000000,USD,1999,1,,,1,3,29,1999,4,3,,,0,,,,1,30000000,USD,1999,1,,,,10,3,7
1999040601,4,6,1999,5,10,1999,,,,2,,,,,2,230,0,,,,13,,,,1,6,,,4,,,,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,0,10
1999040602,4,6,1999,5,10,1999,,,,2,,,,,2,20,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,,
1999040603,4,6,1999,5,10,1999,,,,2,,,,,2,750,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,,
1999040604,4,6,1999,5,10,1999,,,,2,,,,,2,740,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,,
1999040605,4,6,1999,5,10,1999,,,,2,,,,,2,732,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,,
1999040606,4,6,1999,5,10,1999,,,,2,,,,,2,230,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,,
1999040607,4,6,1999,5,10,1999,,,,2,,,,,2,713,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,,
1999051101,5,11,1999,,,,7,11,2012,2,,,,,2,325,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,5,11,1999,5,3,,,0,,,,1,,,,1,,,,,,
1999051102,5,11,1999,,,,7,11,2012,2,,,,,2,560,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,5,11,1999,5,3,,,0,,,,1,,,,1,,,,,,
1999051103,5,11,1999,,,,7,11,2012,2,,,,,2,211,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,5,11,1999,5,3,,,0,,,,1,,,,1,,,,,,
1999061801,6,18,1999,,,,11,18,2005,2,,,,,,775,1,1830,1,ILO,8,14,,,1,8,,,10,,2,3,1,,,2,,,,1,,,1,6,18,1999,6,7,,,0,,,,1,,,,1,,,,,,
1999070801,7,8,1999,,,,1,8,2008,2,,,,,2,732,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,7,8,1999,1,3,,,0,,,,1,,,,1,,,,,,
1999070901,7,9,1999,8,31,1999,,,,705,,,,,705,365,0,,,,12,13,,,0,,,,,,,,,,,,,,,,,,1,7,8,1999,4 5,9,,,0,,,,1,,,,1,,,,10,5,5
1999080301,8,3,1999,,,,,,,70,,,,,70,2,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,8,3,1999,5,3,,,0,,,,1,,,,1,,,,,,
1999081301,8,13,1999,8,27,1999,,,,2,,,,,2,70,0,,,,13,,,,1,1,,,,,1,2,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,,
1999081302,8,13,1999,8,15,2000,,,,2,,,,,2,740,0,,,,13,,,,1,1,,,,,1,2,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,8,,
1999081303,8,13,1999,,,,11,3,2000,2,,,,,2,316,0,,,,13,,,,1,1,,,,,1,2,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,
1999081304,8,13,1999,,,,11,3,2000,2,,,,,2,360,0,,,,13,,,,1,1,,,,,1,2,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,
1999081305,8,13,1999,,,,1,,2000,2,,,,,2,560,0,,,,13,,,,1,1,,,,,1,2,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,
1999090901,9,9,1999,11,22,2005,,,,2,,,,,2,850,0,,,,8,,,,0,,,,,,,,,,,,,,,,,,1,9,9,1999,2 4,2 7,,,0,,,,1,,,,1,,,,8,2,8
1999091701,9,17,1999,1,17,2000,,,,1000,,,,,1000,850,1,1830,0,,8,,,,0,,,,,,,,,,,,,,,,,,1,9,17,1999,6,2,,,0,,,,1,,,,1,,,,6,8,2
1999101601,10,16,1999,3,16,2003,,,,2,200,,,,2,770,1,2880 1240,1,,3,,,,1,6,5,,8,,2,2,2,2,,2,,,,,,,1,,,,5,7,,,0,,,,2,,,,1,,,,10,4,6
1999109901,10,,1999,2,7,2000,,,,705,,,,,705,365,0,,,,12,13,,,0,,,,,,,,,,,,,,,,,,1,10,28,1999,4 5,9,,,0,,,,1,,,,1,,,,10,5,5
1999121001,12,10,1999,2,14,2002,,,,365,,,,,365,1000,0,,,,13,,,,1,6,,,4,,2,3,3,,,1,,,,1,,,1,5,24,2001,5,3,,,0,,,,1,,,,1,,,,10,5,5
1999121002,12,10,1999,2,14,2002,,,,1000,2,,,,1000,365,1,1830 2880,1,,13,2,,,0,,,,,,,,,,,,,,,,,,1,12,10,1999,6,3 7,,,0,,,,1,,,,1,,,,10,5,5
1999121801,12,18,1999,,,,2,24,2000,,,,,,,900,1,4400,1,,11,,,,1,8,,,4,,2,2,3,,,1,160000000,,,1,,,0,,,,,,,,,,,,,,,,,,,,1,5,5
2000011801,1,18,2000,,,,9,25,2002,640,,,,,640,220,0,,,,15,,,sanction against the target  passing a law related to the sender,1,3,,,1,,2,1,,,,,,,,,,,1,1,3,2001,1,9,,2,0,,,,1,,,,1,,,,9,1,10
2000020801,2,8,2000,,,,,,,140,,,,,140,20,0,,,,13,,,,1,6,,,4,,1,1,3,,,1,385000000,CAD,2002,1,,,0,,,,,,,,,,,,,,,,,,,,,,
2000021001,2,10,2000,1,4,2012,,,,2,,,,,2,325,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,2,10,2000,5,3,,,0,,,,1,,,,1,,,,,,
2000021002,2,10,2000,,,,7,11,2012,2,,,,,2,732,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,2,10,2000,5,3,,,0,,,,1,,,,1,,,,,,
2000021003,2,10,2000,,,,7,11,2012,2,,,,,2,750,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,2,10,2000,5,3,,,0,,,,1,,,,1,,,,,,
2000021004,2,10,2000,,,,7,11,2012,2,,,,,2,850,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,2,10,2000,5,3,,,0,,,,1,,,,1,,,,,,
2000021901,2,19,2000,5,18,2000,,,,20,,,,,20,900,1,4580,1,,13,,,,1,6,,,4,,2,3,3,,,1,45000000,USD,2000,1,,,0,,,,,,,,,,,,,,,,,,,,2,7,3
2000031101,3,11,2000,4,19,2000,,,,200,20,540,,,200,439,1,4400,0,,9,,,,1,8,,,5 9,,2,1,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,3,7
2000031102,3,11,2000,4,19,2000,,,,200,20,540,,,200,461,1,4400,0,,9,,,,1,8,,,5 9,,2,1,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,3,7
2000031103,3,11,2000,4,19,2000,,,,200,20,540,,,200,437,1,4400,0,,9,,,,1,8,,,5 9,,2,1,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,3,7
2000031104,3,11,2000,4,19,2000,,,,200,20,540,,,200,481,1,4400,0,,9,,,,1,8,,,5 9,,2,1,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,3,7
2000031105,3,11,2000,4,19,2000,,,,200,20,540,,,200,517,1,4400,0,,9,,,,1,8,,,5 9,,2,1,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,3,7
2000040601,4,6,2000,,,,2,15,2011,2,1000,740,20,900,200,552,1,1830 2400 2880,1,,3,8,14,,0,,,,,,,,,,,,,,,,,,1,4,6,2000,1 2 4 5 6,2 6 7 8,,4,0,,,,3,,,,1,,,,9,5,5
2000040901,4,9,2000,5,25,2004,,,,2,740,20,220,230,2,41,1,1830,0,,8,,,Transparency in Elections,1,4,6,,8,,2,3,1,,,2,2000000000,USD,2000,1,,,1,10,2,2000,5,7,,,,,,,2,2000000000,USD,2000,1,,,,6,7,3
2000042801,4,28,2000,9,2,2000,,,,20,,,,,20,816,0,,,,4,,,,1,4,,,1,,2,2,,,,,,,,,,,1,4,28,2000,5,7,,,0,,,,1,59000000,CAD,1998,1,,,,6,6,4
2000050901,5,9,2000,,,,3,15,2005,20,,,,,20,140,0,,,,13,,,,1,6,,,4,,2,3,3,,,1,12345,Canadian dollars,2000,1,Canadian dollars,2000,0,,,,,,,,,,,,,,,,,,,,,,
2000051201,5,12,2000,,,,,,,220,,,,,220,232,0,,,,13,,,,1,2,,,1,,1,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
2000051202,5,12,2000,,,,,,,220,,,,,220,212,0,,,,13,,,,1,2,,,1,,1,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
2000051901,5,19,2000,10,5,2001,,,,920,900,200,2,1000,,950,1,1830,,,3,,,,1,4,1,5,1 6 8 9,,2,1,1,2,,2,,,,1,,,1,6,6,2000,5,7 9,sports sanctions,2,0,,,,2,"more than 23,000,000",US dollars,2000,1,,,,7,10,5
2000052101,5,21,2000,6,3,2000,,,,2,,,,,2,135,1,3900 1830,1,,8,,,Election fraud,1,5,7,,1 8,,2,1,1,,,1,128000000,USD,2000,1,,,0,,,,,,,,,,,,,,,,,,,,3,1,9
2000052501,5,25,2000,11,12,2000,,,,850,,,,,850,710,0,,,,13,,,,1,6,,,4,,2,2,3,,,1,,,,1,,,1,7,15,2000,5,3,,,0,,,,1,,,,1,,,,,,
2000052502,5,25,2000,11,12,2000,,,,850,,,,,850,740,0,,,,13,,,,1,6,,,4,,2,2,3,,,1,,,,1,,,1,7,15,2000,5,3,,,0,,,,1,,,,1,,,,,,
2000052503,5,25,2000,11,12,2000,,,,850,,,,,850,732,0,,,,13,,,,1,6,,,4,,2,2,3,,,1,,,,1,,,1,7,15,2000,5,3,,,0,,,,1,,,,1,,,,,,
2000059901,5,,2000,4,30,2001,,,,130,,,,,130,1000,0,,,,13,,,EU is target,1,6,,,4,,,,3,,,1,201000000,USD,2000,,,,0,,,,,,,,,,,,,,,,,,,,5,7,3
2000060701,6,7,2000,4,20,2001,,,,2,,,,,2,1000,1,4580,1,,13,,,EU is target,1,6,,,4,,2,3,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,2,8,2
2000061401,6,14,2000,6,23,2003,,,,2,,,,,2,702,0,,,,15,,,Sign a bilateral non-surrender agreement with the U.S.,1,2,3,,8,,2,3,5,,,1,7830000,U.S.Dollars,2003,1,U.S.Dollars,2003,0,,,,,,,,,,,,,,,,,,,,2,10,1
2000061402,6,14,2000,12,8,2003,,,,2,,,,,2,80,0,,,,15,,,Sign a bilateral non-surrender agreement with the U.S.,1,2,3,,8,,2,3,5,,,1,1080000,U.S.Dollars,2003,1,U.S.Dollars,2003,0,,,,,,,,,,,,,,,,,,,,2,9,2
2000061403,6,14,2000,6,27,2003,,,,2,,,,,2,433,0,,,,15,,,Sign a bilateral non-surrender agreement with the U.S.,1,2,3,,8,,2,3,5,,,1,4640000,U.S.Dollars,2003,1,U.S.Dollars,2003,0,,,,,,,,,,,,,,,,,,,,2,10,1
2000061404,6,14,2000,10,31,2003,,,,2,,,,,2,452,0,,,,15,,,Sign a bilateral non-surrender agreement with the U.S.,1,2,3,,8,,2,3,5,,,1,3670000,U.S.Dollars,2003,1,U.S.Dollars,2003,0,,,,,,,,,,,,,,,,,,,,2,10,1
2000061405,6,14,2000,3,12,2009,,,,2,,,,,2,101,0,,,,15,,,Sign a bilateral non-surrender agreement with the U.S.,1,2,3,,8,,2,3,1 5,,,1,20660000,U.S.Dollars,2003,1,U.S. Dollars,2003,1,7,1,2003,1 2,7,,,0,,,,1,,,,1,0,Dollar,2003,8,4,6
2000061406,6,14,2000,3,12,2009,,,,2,,,,,2,145,0,,,,15,,,Sign a bilateral non-surrender agreement with the U.S. that supersedes agreements of the Rome Statute of the International Criminal Court.,1,2,3,,8,,2,3,1 5,,,1,5800000,U.S.Dollars,2003,1,U.S.Dollars,2003,1,1,1,2004,1 2,7,,,0,,,,1,,,,1,0,U.S.Dollars,2003,8,4,6
2000061407,6,14,2000,12,17,2003,,,,2,,,,,2,950,0,,,,15,,,Sign a bilateral non-surrender agreement with the U.S.,1,2,3,,8,,2,3,5,,,1,150000,Dollars,2003,1,Dollars,2003,1,7,1,2003,2,7,,,0,,,,1,,,,1,0,Dollars,2003,7,9,5
2000061408,6,14,2000,3,12,2009,,,,2,,,,,2,436,0,,,,15,,,Sign a bilateral non-surrender agreement with the U.S.,1,2,3,,8,,2,3,3 5,,,1,300000,U.S. Dollars,2003,1,U.S.Dollars,2003,1,7,1,2003,1 2,7,,,0,,,,1,,,,1,0,U.S.Dollars,2003,8,1,10
2000061409,6,14,2000,3,12,2009,,,,2,,,,,2,331,0,,,,15,,,Sign a bilateral non-surrender agreement with the U.S.,1,2,3,,8,,2,3,1 5,,,1,0,U.S.Dollars,2003,1,U.S.Dollars,2003,0,,,,,,,,,,,,,,,,,,,,3,1,10
2000061410,6,14,2000,3,12,2009,,,,2,,,,,2,344,0,,,,15,,,Sign a bilateral non-surrender agreement with the U.S.,1,2,3,,8,,2,3,5,,,1,15460000,U.S.Dollars,2003,1,U.S.Dollars,2003,1,7,1,2003,1 2,7,,,0,,,,1,,,,1,0,U.S.Dollars,2003,8,1,10
2000061411,6,14,2000,3,12,2009,,,,2,,,,,2,52,0,,,,15,,,Sign a bilateral non-surrender agreement with the U.S.,1,2,3,,8,,2,3,1 5,,,1,1600000,U.S.Dollars,2003,1,U.S.Dollars,2003,1,6,1,2003,1 2,7,,,0,,,,1,,,,1,0,U.S.Dollars,2003,8,1,9
2000062201,6,22,2000,9,30,2002,,,,,,,,,,365,1,3750,0,,14,,,,1,8,,,1,,1,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2,9,1
2000062202,6,22,2000,6,21,2002,,,,,,,,,,660,1,3750,0,,14,,,,1,8,,,1,,1,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2,9,1
2000062203,6,22,2000,6,21,2002,,,,,,,,,,666,1,3750,0,,14,,,,1,8,,,1,,1,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2,8,2
2000062204,6,22,2000,2,11,2005,,,,2,,,,,2,840,1,3750,0,,14,,,,1,8,,,8,,1,2,1,,1,,,,,1,US Dollars,2001,0,,,,,,,,,,,,,,,,,,,,2,9,1
2000062601,6,26,2000,8,7,2004,,,,1000,2,,,,,983,1,1830 3750,0,,14,,,,1,8,,,8,,1,2,1,,,,,,,1,US Dollars,2000,0,,,,,,,,,,,,,,,,,,,,2,8,2
2000062602,6,26,2000,3,5,2002,,,,1000,2,,,,,56,1,1830 3750,0,,14,,,,1,8,,,8,,1,2,1,,,,,,,1,US Dollars,2000,0,,,,,,,,,,,,,,,,,,,,2,8,2
2000062603,6,26,2000,2,20,2002,,,,1000,2,,,,,58,1,1830 3750,0,,14,,,,1,8,,,8,,1,2,1,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,2,9,2
2000062604,6,26,2000,3,20,2002,,,,1000,2,,,,,80,1,1830 3750,0,,14,,,,1,8,,,8,,1,2,1,,,,,,,1,US Dollars,2000,0,,,,,,,,,,,,,,,,,,,,2,8,2
2000062605,6,26,2000,12,13,2003,,,,2,1000,,,,2,970,1,3750 1830,0,,14,,,,1,8,,,8,,1,2,1,,,,,,,1,US Dollars,2000,0,,,,,,,,,,,,,,,,,,,,2,8,2
2000062606,6,26,2000,9,21,2001,,,,1000,2,,,,,692,1,1830 3750,0,,14,,,,1,8,,,8,,1,2,1,,,,,,,1,US Dollars,2000,0,,,,,,,,,,,,,,,,,,,,2,8,2
2000062607,6,26,2000,10,,2001,,,,1000,2,,,,,54,1,1830 3750,0,,14,,,,1,8,,,8,,1,2,1,,,,,,,1,US Dollars,2000,0,,,,,,,,,,,,,,,,,,,,2,8,2
2000062608,6,26,2000,2,27,2002,,,,1000,2,,,,,55,1,1830 3750,0,,14,,,,1,8,,,8,,1,2,1,,,,,,,1,US Dollars,2000,0,,,,,,,,,,,,,,,,,,,,2,8,2
2000062609,6,26,2000,7,24,2007,,,,1000,2,,,,,450,1,1830 3750,0,,14,,,,1,8,,,8,,1,2,1,,,,,,,1,US Dollars,2000,0,,,,,,,,,,,,,,,,,,,,2,8,2
2000062610,6,26,2000,1,31,2002,,,,1000,2,,,,,53,1,1830 3750,0,,14,,,,1,8,,,8,,1,2,1,,,,,,,1,US Dollars,2000,0,,,,,,,,,,,,,,,,,,,,2,8,2
2000062701,6,27,2000,,,,7,11,2012,2,20,,,,2,800,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,6,27,2000,1 5,3,,,0,,,,1,,,,1,,,,,,
2000062702,6,27,2000,8,1,2005,,,,20,,,,,20,750,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,6,27,2000,1,3,,,0,,,,1,,,,1,,,,8,3,7
2000062703,6,27,2000,,,,7,11,2012,2,20,,,,2,750,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,6,27,2000,1 5,3,,,0,,,,1,,,,1,,,,,,
2000062704,6,27,2000,,,,7,11,2012,2,20,,,,2,850,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,6,27,2000,5,3,,,0,,,,1,,,,1,,,,,,
2000069901,6,,2000,3,19,2002,,,,1000,2,,,,,31,1,1830 3750,0,,14,,,,1,8,,,8,Ban of Banking Transactions,1,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2,9,1
2000069902,6,,2000,6,18,2001,,,,1000,2,,,,,60,1,1830,0,,14,,,,1,8,,,8,,1,2,1,,,,,,,1,US Dollars,2000,0,,,,,,,,,,,,,,,,,,,,2,8,2
2000069903,6,,2000,4,17,2001,,,,1000,2,,,,,95,1,1830 3750,0,,14,,,,1,8,,,8,,1,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2,9,1
2000069904,6,,2000,8,23,2001,,,,1000,2,,,,,955,1,1830,0,,14,,,,1,8,,,8,,1,2,1,,,,,,,1,US Dollars,2000,0,,,,,,,,,,,,,,,,,,,,2,8,2
2000069905,6,,2000,5,20,2003,,,,1000,,,,,,935,1,1830,0,,14,,,,1,8,,,8,,1,2,1,,,,,,,1,US Dollar,2000,0,,,,,,,,,,,,,,,,,,,,2,8,2
2000069906,6,,2000,9,19,2009,,,,1000,2,,,,1000,221,1,1830 3750,0,,14,,,,1,8,,,8,Ban on Banking Transactions,1,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2,9,1
2000069907,6,,2000,9,19,2009,,,,1000,2,,,,1000,223,1,1830 3750,0,,14,,,,1,8,,,8,Ban of Banking Transactions,1,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2,9,1
2000069908,6,,2000,2,20,2002,,,,1000,2,,,,,591,1,1830,0,,14,,,,1,8,,,8,,1,2,1,,,,,,,1,US Dollars,2000,0,,,,,,,,,,,,,,,,,,,,2,8,2
2000069909,6,,2000,4,17,2001,,,,1000,2,,,,,990,1,1830 3750,0,,14,,,,1,8,,,8,,1,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2,9,1
2000069910,6,,2000,2,27,2002,,,,1000,2,,,,,57,1,1830,0,,14,,,,1,8,,,8,,1,2,1,,,,,,,1,US Dollar,2000,0,,,,,,,,,,,,,,,,,,,,2,8,2
2000070401,7,4,2000,10,2,2002,,,,200,,,,,200,220,1,1830,1,,13,,,,1,2,,,,fine,2,3,2,,,2,100000,GBP per day,2002,1,,,0,,,,,,,,,,,,,,,,,,,,2,8,2
2000071401,7,14,2000,3,12,2009,,,,2,,,,,2,140,0,,,,15,,,Sign a bilateral non-surrender agreement with the U.S. to negate Rome Statute of International Criminal Court.,1,2,3,,8,,2,3,1 5,,,1,1100000,U.S.Dollars,2003,1,U.S.Dollars,2003,1,7,1,2003,1 2,7,,,0,,,,1,,,,1,0,U.S.Dollars,2003,8,4,6
2000071501,7,15,2000,11,12,2000,,,,850,,,,,850,830,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,7,15,2000,5,3,,,0,,,,1,,,,1,,,,,,
2000080101,8,1,2000,3,7,2001,,,,2,200,,,,2,439,1,4400,1,,9,,,,1,6,8,,3 7 8 9,,2,2,1 3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,2,10,1
2000080102,8,1,2000,8,11,2003,,,,2,200,,,,2,450,1,4400,1,,9,,,,1,6,8,,3 7 8 9,,2,2,1 3,,,1,,,,1,,,1,10,11,2000,1 4 6,2 8,,,0,,,,1,,,,1,,,,7,9,1
2000081601,8,16,2000,3,12,2009,,,,2,,,,,2,432,0,,,,15,,,Sign a bilateral non-surrender agreement with the U.S.,1,2,3,,8,,2,3,1 5,,,1,1300000,U.S.Dollars,2003,1,U.S.Dollars,2003,1,7,1,2003,1 2,7,,,0,,,,1,,,,1,0,U.S.Dollars,2003,8,1,10
