country,sidea,sideb,Med_yes.no,year_term,Incompatibility,territory,episode.start.date,episode.end.date,med.begins,med.ends,name.of.third.party
Indonesia,Indonesia,Fretilin,1,1998,1,East Timor,1/1/97,12/31/98,8/5/98,8/30/99,UN
Indonesia,Indonesia,Fretilin,1,NA,1,East Timor,,,4/21/93,4/22/93,"UN, Portugal"
Indonesia,Indonesia,Fretilin,1,NA,1,East Timor,,,9/17/93,9/30/93,"UN, Portugal"
Indonesia,Indonesia,Fretilin,1,NA,1,East Timor,,,5/3/94,5/10/94,"UN, Portugal"
Indonesia,Indonesia,Fretilin,1,NA,1,East Timor,,,1/7/95,1/10/95,"UN, Portugal"
Indonesia,Indonesia,Fretilin,1,NA,1,East Timor,,,7/8/95,7/8/95,"UN, Portugal"
Indonesia,Indonesia,Fretilin,1,NA,1,East Timor,,,1/13/96,1/15/96,"UN, Portugal"
Indonesia,Indonesia,"Fretilin, Golka-ruling",1,NA,NA,,,,1/16/96,.,Foreign Ministers of portugal and Indonesia
Indonesia,Indonesia,"Fretilin, Golka-ruling",1,NA,NA,,,,4/22/99,4/22/99,Catholic Bishop Belos
Indonesia,Indonesia,GAM,0,1991,1,Aceh,9/8/90,7/31/91,,,
Indonesia,Indonesia,GAM,1,2005,1,Aceh,1/8/99,10/12/05,1/27/00,5/12/00,Henry Dunant Center for Humanitarian Dialogue (NGO)
Indonesia,Indonesia,GAM,1,2005,1,Aceh,1/8/99,10/12/05,1/7/01,12/9/02,Henry Dunant Center for Humanitarian Dialogue
Indonesia,Indonesia,GAM,1,2005,1,Aceh,1/8/99,10/12/05,5/17/03,5/18/03,"Henry Dunant Centr, Japan, EU, USA"
Indonesia,Indonesia,GAM,1,NA,1,Aceh,,,1/28/05,1/29/05,Crisis Management Initiative Group (NGO-Finland)
Indonesia,Indonesia,GAM,1,NA,1,Aceh,,,2/22/05,2/23/05,CMI Group
Indonesia,Indonesia,GAM,1,NA,1,Aceh,,,4/10/05,4/16/05,CMI Group
Indonesia,Indonesia,GAM,1,NA,1,Aceh,,,5/25/05,5/31/05,CMI Group
Indonesia,Indonesia,GAM,1,NA,1,Aceh,,,7/17/05,8/15/05,CMI Group
Indonesia,Indonesia,OPM,0,1965,1,West Papua,1/1/65,12/31/65,,,
Indonesia,Indonesia,OPM,0,1969,1,West Papua,1/1/67,12/31/69,,,
Indonesia,Indonesia,OPM,0,1978,1,West Papua,1/1/76,12/31/78,,,
Indonesia,Indonesia,"PRRI, Permesta movement, Darul Islam Movement",0,1961,1,Indonesia,1/1/58,12/31/61,12/15/56,12/31/60,
Indonesia,Indonesia,Republic of South Moluccas,0,1950,1,South Moluccas,8/5/50,11/15/50,,,
Iran,Iran,APCO,0,1980,1,Khuzestan,10/3/79,12/31/80,,,
Iran,Iran,KDPI,0,1968,1,Kurdistan,1/1/66,12/31/68,,,
Iran,Iran,KDPI,0,1988,1,Kurdistan,1/1/79,12/31/88,,,
Iran,Iran,KDPI,0,1990,1,Kurdistan,1/1/90,12/31/90,,,
Iran,Iran,KDPI,0,1993,1,Kurdistan,1/1/93,12/31/93,,,
Iran,Iran,KDPI,0,1996,1,Kurdistan,1/1/96,12/31/96,,,
Iran,Iran,Mujahideen e Khalq,0,1982,1,Iran,1/1/79,12/31/82,,,
Iran,Iran,Mujahideen e Khalq,0,1988,1,Iran,1/1/86,12/31/88,,,
Iran,Iran,Mujahideen Khalq,0,1993,1,Iran,1/1/91,12/31/93,,,
Iran,Iran,Mujahideen Khalq,0,1997,1,Iran,1/1/97,12/31/97,,,
Iran,Iran,Mujahideen Khalq,0,2001,1,Iran,1/1/99,12/31/01,,,
Iran,Iran,"PJAK, Jondullah",0,2009,2,,8/7/05,,,,
Iran,Iran,Republic of Azerbaijan,1,1946,1,Azerbaijan,1/1/46,12/31/46,1/1/46,12/16/46,"UK, USA, USSR"
Iran,Iran,"Republic of Kurdistan/KDPI, Soviet Union",0,1946,1,Kurdistan,5/1/46,12/16/46,,,
Iraq,"Iraq, United States of America, United Kingdom, Italy, South Korea, Poland, Ukra","Al-Mahdi Army, Jaish Ansar Al-Sunna, Tanzim Qa'idat al-Jihad fi Bilad al-Rafiday",1,2009,1,Iraq,4/4/04,,4/7/04,4/28/05,United Nations Secretary-General Kofi Annan
Iraq,Iraq,"DPK, PUK",0,1993,1,Kurdistan,7/1/73,12/31/93,,,
Iraq,Iraq,KDP,1,1970,1,Kurdistan,12/1/61,3/11/70,06//1969,10//1969,Michel Aflaq
Iraq,Iraq,KDP,0,1970,1,Kurdistan,12/1/61,3/11/70,,,
Iraq,Iraq,Military faction,0,1963,1,Iraq,11/18/63,11/18/63,,,
Iraq,Iraq,Nationalists,0,1959,1,Iraq,7/14/58,7/20/59,,,
Iraq,Iraq,PUK,0,1996,1,Kurdistan,1/1/96,12/31/96,,,
Iraq,Iraq,SCIRI,0,1984,1,Iraq,8/1/82,12/31/84,,,
Iraq,Iraq,SCIRI,0,1987,1,Iraq,1/1/87,12/31/87,,,
Iraq,Iraq,SCIRI,0,1996,1,Iraq,1/1/91,12/31/96,,,
Israel,Israel,"Fatah, Hamas, PNA, PIJ, PFLP, PFLP-GC",1,2009,1,Palestine,1/1/00,,5//2000,,"Clinton, US, Egypt, EU envoy, UN"
Israel,Israel,Hezbollah,1,1999,1,Southern Lebanon,11/9/90,12/31/99,4/16/96,//1999,US
Israel,Israel,Hezbollah,0,2006,1,Southern Lebanon,7/13/06,8/14/06,,,
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,9//1982,12//1996,"Egypt, US, Russia"
Israel,Israel,PLO and non-PLO,0,1996,1,Palestine,1/1/49,12/31/96,,,
Israel,Israel,PLO and non-PLO,0,1996,1,Palestine,1/1/49,12/31/96,,,
Israel,Israel,PLO and non-PLO,0,1996,1,Palestine,1/1/49,12/31/96,,,
Israel,Israel,PLO and non-PLO,0,1996,1,Palestine,1/1/49,12/31/96,,,
Israel,Israel,PLO and non-PLO,0,1996,1,Palestine,1/1/49,12/31/96,,,
Israel,Israel,PLO and non-PLO,0,1996,1,Palestine,1/1/49,12/31/96,,,
Israel,Israel,PLO and non-PLO,0,1996,1,Palestine,1/1/49,12/31/96,,,
Israel,Israel,PLO and non-PLO,0,1996,1,Palestine,1/1/49,12/31/96,,,
Israel,Israel,PLO and non-PLO,0,1996,1,Palestine,1/1/49,12/31/96,,,
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,2/1/85,6/9/85,"King Hussein, Pres Mubarak, Pres Reagan"
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,3//1991,5//1991,US (Pres Bush and Sec State Baker)
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,6//1991,1//1994,"US, SU, Egypt, Syria, Lebanon, Jordan"
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,6//1992,9/13/93,"Johan Joergen Holst, Norwegian For. Min."
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,3/21/94,5/4/94,"US, Norway, Russia, Egypt"
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,9/8/94,9/13/94,"World Bank, Bjoern Tore Godal (Norway)"
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,2/2/95,2/2/95,"Egypt (Mubarak), Jordan (Hussein)"
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,2/2/95,2/2/95,US (Clinton) Egypt/Jordan foreign ministers
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,7//1995,5/6/96,"US, Egypt"
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,//1996,9/4/96,Terje Larsen (Norway)
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,10/1/96,1/15/97,"US (Clinton, SecState Christopher, Ross)"
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,2/2/97,2/2/97,Pres. Mubarak
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,3/15/97,5/16/97,"US, Russia, Japan, EU, Arab envoys"
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,2//1997,2//1997,Miguel Angel Moratinos (EU special envoy)
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,5/26/97,6//1997,Pres Mubarak and Osama Al-Baz
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,10/8/97,11/20/99,"US (Clinton, Albright, Ross)"
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,8//1999,6/15/00,"US, Egypt, Jordan"
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,7/11/00,7/25/00,US (Clinton)   
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,9/1/00,1/27/01,"US, Egypt, Jordan, EU, UN, Russia"
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,2//2001,12//2004,"US, UK, EU, UN, Russia, Jordan, Egypt, Saudi Arabia"
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,4/30/01,4/30/01,Egypt (Mubarak) Jordan (King Abdullah)
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,6/2/01,6//2001,"UN, US-CIA, EU"
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,11/1/01,12/1/01,UK/EU 
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,12/6/01,12//2001,"US, Egypt"
Israel,Israel,PLO and non-PLO,1,1996,1,Palestine,1/1/49,12/31/96,2/26/02,,US-CIA
Ivory Coast,Ivory Coast,Forces Nouvelles,1,2007,1,Ivory Coast,9/19/02,11/1/07,10/19/02,6/29/05,French President Chirac
Kenya,Kenya,Military faction,0,1982,1,Kenya,8/1/82,8/21/82,,,
Laos,Laos,LRM,0,1990,1,Laos,12/1/89,12/31/90,,,
Laos,Laos,"Pathet Lao, Neutrals",0,1961,1,Laos,11/12/59,4/26/61,,,
Laos,Laos,"Pathet Lao, North Vietnam",0,1973,1,Laos,1/1/63,2/22/73,,,
Lebanon,Lebanon,Independent Nasserite Movement /Mourabitoun militia,0,1958,1,Lebanon,5/15/58,7/31/58,,,
Lebanon,Lebanon,"LAA, LNM",0,1976,NA,,4/13/75,10/22/76,,,
Lebanon,Lebanon,Lebanese Army (Aoun),1,1990,NA,,3/15/89,10/13/90,4/8/89,6/21/89,"US, France, Arab League"
Lebanon,Lebanon,"Lebanese Forces (Hobeika faction), NUF",1,1986,NA,,9/12/82,12/31/86,5/9/85,3/8/86,"Syria, Vatican envoy  "
Lesotho,Lesotho,military faction,0,1998,1,Lesotho,9/23/98,10/31/98,,,
Liberia,Liberia,LURD,1,2003,1,Liberia,1/1/00,8/18/03,7//2003,8/18/03,"ECOWAS, US Ambassador to Liberia, John Blaney, Jacques Paul Klein, Special Representative for the Secretary General (UN), Special Mediator of the Economic Community of West African States (ECOWAS), Gen. Abdulsalami Abubakar,"
Liberia,Liberia,Military faction,0,1980,1,Liberia,4/12/80,4/14/80,,,
Liberia,Liberia,NPFL,1,1995,1,Liberia,12/30/89,8/19/95,11//1990,8/26/95,"Fmr President Canaan Banana Organization of African Unity Eminent Person in Liberia, Anthony B. Nyakyi,  UN Secretary-General's Special Representative to Liberia, and Tom IKIMI of Nigeria,"
Libya,Libya,"NTC, Forces of Muammar Gaddafi",0,NA,1,Libya,1/28/11,,,,Hugo Chavez
Libya,Libya,"NTC, Forces of Muammar Gaddafi",0,NA,1,Libya,1/28/11,,4/11/11,5/31/11,"African Union, Jacob Zuma"
Libya,Libya,"NTC, Forces of Muammar Gaddafi",0,NA,NA,Libya,1/28/11, ,7/4/11,7/21/11,Russia
Macedonia,Macedonia,UCK,1,2001,1,Macedonia,5/1/01,8/13/01,3/11/01,5/23/01,NATO special envoy Peter Feith 
Macedonia,Macedonia,UCK,1,2001,1,Macedonia,5/1/01,8/13/01,2/5/01,2/12/01,NATO
Macedonia,Macedonia,UCK,1,2001,1,Macedonia,5/1/01,8/13/01,7/28/01,8/13/01,"EU Foreign Policy Chief, Javier Solana, NATO"
Madagascar,Madagascar,Monima National Independence Movement,0,1971,1,Madagascar,4/1/71,4/1/71,,,
Malaysia,Malaysia,CCO,1,1966,1,North Borneo,1/1/63,12/31/66,3/4/64,3/5/64,Philippines (FM Salvador Lopez)
Malaysia,Malaysia,CCO,1,1966,1,North Borneo,1/1/63,12/31/66,6/18/64,6/21/64,Philippines (FM Mauro Mendez)
Malaysia,Malaysia,CCO,1,1966,1,North Borneo,1/1/63,12/31/66,1//64,2/10/64,"Philippines, Cambodia, U.S., Thailand"
Malaysia,Malaysia,CCO,1,1966,1,North Borneo,1/1/63,12/31/66,5/29/66,6/1/66,Thailand (FM Thanat Khoman)
Malaysia,Malaysia,CPM,0,1960,1,Malaysia,1/1/58,7/31/60,,,
Malaysia,Malaysia,CPM,0,1975,1,Malaysia,1/15/74,12/31/75,,,
Malaysia,Malaysia,CPM,0,1981,1,Malaysia,1/1/81,12/31/81,,,
Mali,Mali,ATNMC,1,2009,1,Azawad,8/31/07,,?/?/2009,?/?/2009,Algeria
Mali,Mali,FIAA,1,1994,1,Azawad,11/13/94,12/31/94,12/8/94,,Algeria
Mali,Mali,MPA,1,1994,1,Azawad,8/1/90,12/31/90,9/21/90,1/6/91,Algeria
Mali,Mali,MPA,0,1994,1,Azawad,8/1/90,12/31/94,,,
Mali,Mali,MPA,1,1994,1,Azawad,8/1/90,12/31/94,1/22/92,1/24/92,Algeria
Mali,Mali,MPA,1,1994,1,Azawad,8/1/90,12/31/94,3/15/92,3/25/92,Algeria
Mali,Mali,MPA,1,1994,1,Azawad,8/1/90,12/31/94,4/17/94,4/20/94,Algeria
Mali,Mali,MPA,1,1994,1,Azawad,8/1/90,12/31/94,5/10/94,5/15/94,Algeria
Mali,Mali,MPA,1,1994,1,Azawad,8/1/90,12/31/94,6/28/94,6/28/94,Algeria
Mauritania,Mauritania,POLISARIO,1,1978,1,Western Sahara,12/15/75,12/31/78,7/1/77,10/20/78,"OAU, Sudan"
Mexico,Mexico,EPR,0,1996,1,,9/22/96,12/31/96,,,
Mexico,Mexico,EZLN,1,1994,1,Chiapas,1/2/94,12/31/94,1/12/94,1/12/94,"Roman Catholic Bishop Samuel Ruiz of the Diocese of San CristÑbal de las Casas, Chiapas. However, it is uncertain at this point if Bishop Ruiz was negotiating on behalf of the Church or if this was a private endeavor as leader of his diocese. In addition, it is unclear as to what was Bishop Ruiz' negotiation style was.  "
Moldova,Moldova,Dniestr Republic,1,1997,1,Dniestr,3/17/92,//1997,3/28/97,5/8/97??,"Russia, Ukraine, OSCE"
Moldova,Moldova,Dniestr Republic,1,1992,1,Dniestr,3/29/92,7/21/92,7/21/92,7/21/92,OSCE Mission (Russia and Ukraine)
Moldova,Moldova,Dniestr Republic,1,1992,1,Dniestr,3/29/92,7/21/92,11/13/93,11/13/93,OSCE Mission (Russia and Ukraine)
Moldova,Moldova,Dniestr Republic,1,1992,1,Dniestr,3/29/92,7/21/92,11/30/93,12/1/93,OSCE Mission (Russia and Ukraine)
Morocco,Morocco,Military faction,0,1971,1,,7/10/71,7/11/71,,,
Morocco,Morocco,POLISARIO,0,1989,1,Western Sahara,9/1/75,12/31/89,,,
Morocco,Morocco,POLISARIO,1,1989,1,Western Sahara,9/1/75,12/31/89,2/19/76,//1976,OAU/Arab League (Sec. Gen. Mahmoud Riad)
Morocco,Morocco,POLISARIO,1,1989,1,Western Sahara,9/1/75,12/31/89,11/10/78,11/13/78,Egypt (VP Mubarak)
Morocco,Morocco,POLISARIO,1,1989,1,Western Sahara,9/1/75,12/31/89,9//1978,9//1978,"Senegal (Pres. Senghor, FM Seck)"
Morocco,Morocco,POLISARIO,1,1989,1,Western Sahara,9/1/75,12/31/89,10/20/79,10/21/79,Mali (Pres. Moussa Traore)
Morocco,Morocco,POLISARIO,1,1989,1,Western Sahara,9/1/75,12/31/89,4/23/79,4/27/79,Libya
Morocco,Morocco,POLISARIO,1,1989,1,Western Sahara,9/1/75,12/31/89,9/9/80,9/12/80,OAU (Ad Hoc committee on W. Sahara)
Morocco,Morocco,POLISARIO,1,1989,1,Western Sahara,9/1/75,12/31/89,8/5/81,8/15/81,France (FM Cheysson)
Morocco,Morocco,POLISARIO,1,1989,1,Western Sahara,9/1/75,12/31/89,8/24/81,8/26/81,OAU
Morocco,Morocco,POLISARIO,1,1989,1,Western Sahara,9/1/75,12/31/89,9/21/84,9/22/84,OAU
Morocco,Morocco,POLISARIO,1,1989,1,Western Sahara,9/1/75,12/31/89,7/18/86,7/21/86,UN (Sec. General de Cuellar)
Morocco,Morocco,POLISARIO,1,1989,1,Western Sahara,9/1/75,12/31/89,8/9/86,8/11/86,UN
Morocco,Morocco,POLISARIO,1,1989,1,Western Sahara,9/1/75,12/31/89,6/2/88,8//1988,UN
Morocco,Morocco,POLISARIO,1,1989,1,Western Sahara,9/1/75,12/31/89,7/9/90,7//1990,UN
Morocco,Morocco,POLISARIO,1,1989,1,Western Sahara,9/1/75,12/31/89,6//1987,6//1987,"UN (UN Under-Secretary-General, Mr Abdulrahim Abby Farah)"
Morocco,Morocco,POLISARIO,1,1989,1,Western Sahara,9/1/75,12/31/89,3/23/84,3/24/84,Libya
Mozambique,Mozambique,Renamo,1,1992,1,Mozambique,1/1/77,10/4/92,7/8/90,7/10/90,"Italian Government, Vatican"
Mozambique,Mozambique,Renamo,1,1992,1,Mozambique,1/1/77,10/4/92,12/20/90,12/20/90,"A previously established ""verification committee"" consisting of representatives of Zimbabwe, the Congo, France, Kenya, Portugal, the Soviet Union, the United Kingdom, the United States and Zambia"
Mozambique,Mozambique,Renamo,1,1992,1,Mozambique,1/1/77,10/4/92,5/18/91,5/29/91,USA Assistant Secretary of State for African Affairs Herman Cohen
Mozambique,Mozambique,Renamo,1,1992,1,Mozambique,1/1/77,10/4/92,2/20/92,3/12/92,Italian Government
Mozambique,Mozambique,Renamo,1,1992,1,Mozambique,1/1/77,10/4/92,5/1/84,11/2/84,South African Minister of Foreign Affairs Roelof Botha
Mozambique,Mozambique,Renamo,1,1992,1,Mozambique,1/1/77,10/4/92,8/7/89,8/15/89,"Kenyan President Daniel arap Moi , Zimbabwe President Mugabe, Mozambique Delegation of Church Leaders"
Mozambique,Mozambique,Renamo,1,1992,1,Mozambique,1/1/77,10/4/92,5/28/92,8/7/92,"President Robert Mugabe of Zimbabwe. Gaositwe K. T. Chiepe, the Botswanan External Affairs Minister. Emilio Colombo, the Italian Foreign Minister. Mario Raffaelli, the co-ordinator of the mediators. and the other mediators_the Most Rev. Jaime Gonçalves, Archbishop of Beira, Andr_ Riccardi, and Don Matteo Zuppi of the Saint Egidio Order. Roland ñTinyî Rowland, chief executive of the British-based multinational Lonhro."
Myanmar,Myanmar,ABSDF,0,1992,1,Myanmar,3/20/90,12/31/92,,,
Myanmar,Myanmar,ABSDF,0,1994,1,Myanmar,1/1/94,12/31/94,,,
Myanmar,Myanmar,Arakan Insurgents,0,1988,1,Arakan,1/1/48,12/31/88,,,
Myanmar,Myanmar,ARIF,0,1992,1,Arakan,12/29/91,12/31/92,,,
Myanmar,Myanmar,"BCP, leftist organisations",0,1988,1,Myanmar,3/28/48,12/31/88,,,
Myanmar,Myanmar,BMA,0,1996,1,Mon,1/1/96,12/31/96,,,
Myanmar,Myanmar,KIO,0,1992,1,Kachin,1/1/61,10/31/92,,,
Myanmar,Myanmar,KNPP,0,1957,1,Karenni,1/1/57,12/31/57,,,
Myanmar,Myanmar,KNPP,0,1992,1,Karenni,1/1/92,12/31/92,,,
Myanmar,Myanmar,KNPP,0,1996,1,Karenni,1/1/96,12/31/96,,,
Myanmar,Myanmar,KNPP,0,2005,1,Karenni,1/16/05,12/13/05,,,
Myanmar,Myanmar,KNU,0,1992,1,Karen,9/1/48,4/28/92,,,
Myanmar,Myanmar,KNU,0,1992,1,Karen,9/1/48,4/28/92,,,
Myanmar,Myanmar,KNU,1,1995,1,Karen,1/27/95,12/31/95,4/10/95,//1995,Thai
Myanmar,Myanmar,KNU,1,2003,1,Karen,1/1/97,12/31/03,2/6/03,//2003,"Thai (Thai Prime Minister Thaksin ) , Jepanese envoy"
Myanmar,Myanmar,KNU,NA,2009,NA,Karen,,,,,
Myanmar,Myanmar,"KNU, Htain Maung",1,2009,1,Karen,4/12/05,2/11/07,2/11/07,2/11/07,
Myanmar,Myanmar,MNDAA,0,2009,1,Kokang,8/29/09,,,,
Myanmar,Myanmar,NMSP,0,1990,1,Mon,1/1/90,12/31/90,,,
Myanmar,Myanmar,PNDF,0,1949,1,Kachin,11/15/49,12/31/49,,,
Myanmar,Myanmar,RSO,0,1994,1,Arakan,1/1/94,12/31/94,,,
Myanmar,Myanmar,SSA,0,1973,NA,Myanmar,1/1/72,12/31/73,,,
Myanmar,Myanmar,"SSA, SSIA",0,1970,1,Shan,1/1/60,12/31/70,,,
Myanmar,Myanmar,SSA/s,0,2002,1,Shan,1/1/93,12/31/02,,,
Myanmar,Myanmar,SSA-S,0,2009,1,Shan,12/27/05,,,,
Myanmar,Myanmar,"SSNPLO, SSRA, MTA, PSLO",0,1988,1,Shan,1/1/76,12/31/88,,,
Myanmar,Myanmar,UWSA,0,1997,1,Wa,3/16/97,12/31/97,,,
Myanmar,Myanmar,Various,0,1963,1,Mon,9/1/48,12/31/63,,,
Nepal,Nepal,CPN-M/UPF,0,2006,1,Nepal,7/13/96,11/21/06,,,
Nepal,Nepal,Nepali Congress,0,1962,1,Nepal,2/1/60,12/31/62,,,
Nicaragua,Nicaragua,Contras/FDN,1,1989,1,Nicaragua,12/1/81,10/15/89,3/1/88,8/31/89,President Oscar Arias Sanchez of Costa Rica on behalf of Central American governments.  
Nicaragua,Nicaragua,FSLN,0,1979,1,Nicaragua,2/3/78,7/19/79,,,
Niger,Niger,CRA,1,1994,1,Air and Azawad,5/16/94,10/9/94,2/16/94,2/17/94,"Algeria, Burkina Faso, France"
Niger,Niger,CRA,1,1994,1,Air and Azawad,5/16/94,10/9/94,6/14/94,6/22/94,"Algeria, Burkina Faso, France"
Niger,Niger,CRA,1,1994,1,Air and Azawad,5/16/94,10/9/94,6//94,10/9/94,"Algeria, Burkina Faso, France"
Niger,Niger,FARS,1,1997,1,Eastern Niger,2/6/96,11/29/97,11/15/97,11/29/97,"Algeria, Burkina Faso, France"
Niger,Niger,FLAA,0,1992,1,Air and Azawad,10/1/92,12/31/92,,,
Niger,Niger,MNJ,1,2008,2,,7/1/07,10/30/08,?,?,Muammar Gaddafi of Lybia
Niger,Niger,UFRA,1,1997,1,Air and Azawad,11/29/97,11/29/97,11/15/97,11/29/97,"Algeria, Burkina Faso, France"
Nigeria,Nigeria,Ahlul Sunnah Jamaa,0,2004,1,Nothern Nigeria,9/23/04,10/30/04,,,
Nigeria,Nigeria,Boko Haram,0,2009,2,,7/26/09,,,,
Nigeria,Nigeria,Military faction,0,1966,1,Nigeria,1/15/66,7/29/66,,,
Nigeria,Nigeria,NDPVF,1,2004,1,Niger Delta,6/5/04,9/29/04,9//2004,9/29/04,Ijaw Nation Congress 
Nigeria,Nigeria,Republic of Biafra,1,1970,1,Biafra,7/6/67,1/12/70,11/25/67,11//67,OAU
Nigeria,Nigeria,Republic of Biafra,1,1970,1,Biafra,7/6/67,1/12/70,12//67,2/13/68,British Commonwealth Secretariat
Nigeria,Nigeria,Republic of Biafra,1,1970,1,Biafra,7/6/67,1/12/70,5/3/68,5/30/68,British Commonwealth Secretariat/British Govt.
Nigeria,Nigeria,Republic of Biafra,1,1970,1,Biafra,7/6/67,1/12/70,5/6/68,5/16/68,British Govt./British Commonwealth Secretariat
Nigeria,Nigeria,Republic of Biafra,1,1970,1,Biafra,7/6/67,1/12/70,5/23/68,5/31/68,British Govt./British Commonwealth Secretariat/Uganda
Nigeria,Nigeria,Republic of Biafra,1,1970,1,Biafra,7/6/67,1/12/70,8/5/68,9/9/68,OAU (Haile Selassie)
Nigeria,Nigeria,Republic of Biafra,1,1970,1,Biafra,7/6/67,1/12/70,7/31/69,8/2/69,Pope Paul VI
Nigeria,Nigeria,Republic of Biafra,1,1970,1,Biafra,7/6/67,1/12/70,4/18/69,4/20/69,OAU (Haile Selassie)
Nigeria,Nigeria,"Republic of Biafra, Iko tribes",1,1970,NA,,7/6/67,1/12/70,7/20/68,7/26/68,OAU's Consultative Committee on Nigeria (Chair: H. Selassie Ethiopia)
Nigeria,Nigeria,"Republic of Biafra, Iko tribes",1,1970,NA,,7/6/67,1/12/70,9/6/69,9/9/69,OAU's Consultative Committee on Nigeria (Chair: H. Selassie Ethiopia)
Oman,"Muscat and Oman, United Kingdom",State of Oman/Free Oman,0,1957,1,Oman,7/1/57,8/26/57,,,
Pakistan,Pakistan,Baluchi Separatists,0,1977,1,Baluchistan,1/1/74,7/5/77,,,
Pakistan,Pakistan,"BLA, Baluch, Ittehad, BRA",0,2009,1,Baluchistan,8/1/04,,,,
Pakistan,Pakistan,MQM,0,1990,1,Pakistan,6/1/90,12/31/90,,,
Pakistan,Pakistan,MQM,0,1996,1,Pakistan,1/1/95,12/31/96,,,
Pakistan,Pakistan,Mukti Bahini Liberation Force,0,1971,1,East Pakistan,3/26/71,12/16/71,,,
Pakistan,Pakistan,"TNSM, TTP",0,2009,2,,7/15/07,,,,
Panama,Panama,Military faction,0,1989,1,Panama,10/3/89,10/3/89,,,
Papua New Guinea,Papua New Guinea,BRA,1,1990,1,Bougainville,10/28/89,12/31/90,7/29/90,8/5/90,"New Zealand, International Observers (Canada, Vanuatu, Great Britain)"
Papua New Guinea,Papua New Guinea,BRA,1,1996,1,Bougainville,2/1/92,12/31/96,6/8/94,9/8/94,"Solomon Islands, Australia (FM Alexandr Downer)"
Papua New Guinea,Papua New Guinea,BRA,1,1996,1,Bougainville,2/1/92,12/31/96,9/9/95,12//95,"Australia, UN"
Papua New Guinea,Papua New Guinea,BRA,1,1996,1,Bougainville,2/1/92,12/31/96,4/19/97,7/18/97,New Zealand 
Papua New Guinea,Papua New Guinea,BRA,1,NA,1,Bougainville,,,11/17/97,11//97,Australia
Papua New Guinea,Papua New Guinea,BRA,1,NA,1,Bougainville,,,1/22/91,1/24/91,"Solomon Islands, United Church in the Solomon Islands"
Papua New Guinea,Papua New Guinea,BRA,1,NA,1,Bougainville,,,10/1/97,10/10/97,"New Zealand, Solomon Islands"
Paraguay,Paraguay,Military faction,0,1954,1,Paraguay,5/5/54,5/5/54,,,
Paraguay,Paraguay,Military faction,0,1989,1,Paraguay,2/3/89,2/3/89,,,
Paraguay,Paraguay,"Opposition coalition (Febreristas, Liberals and Communists)",1,1947,1,Paraguay,3/30/47,8/20/47,6/4/47,6/10/47,Pres. Dr Negrao de Lima
Peru,Peru,"MIR, T‡pac Amaru,  ELN",0,1966,1,Peru,10/1/65,3/31/66,,,
Peru,Peru,Sendero Luminoso,0,1999,1,Peru,8/15/81,12/31/99,,,
Peru,Peru,Sendero Luminoso,0,2009,2,,11/14/07,,,,
Philippines,Philippines,"ASG, MILF",0,2009,1,Mindanao,1/1/93,,,,
Philippines,Philippines,CPP,0,1995,1,Philippines,9/1/69,12/13/95,,,
Philippines,Philippines,CPP,0,1997,1,Philippines,12/21/97,12/22/97,,,
Philippines,Philippines,CPP,0,2009,1,Philippines,9/13/99,,,,
