country,sidea,sideb,Med_yes.no,year_term,Incompatibility,territory,episode.start.date,episode.end.date,med.begins,med.ends,name.of.third.party
Philippines,Philippines,CPP,1,2011,NA,Philippines,,,2/15/11,2/21/11,"Ture Lundh, Norwegian ambassador to the Philippines"
Philippines,Philippines,HUK,0,1954,1,Philippines,7/1/46,12/31/54,,,
Philippines,Philippines,"MILF, Abu Sayyaf",1,2009,1,Mindanao,1/1/93,,7/1/97,7/18/97,"Nur Misauri (former chair of MNLF, current governor of autonomous region in Mindanao)"
Philippines,Philippines,"MILF, Abu Sayyaf",1,2009,1,Mindanao,1/1/93,,3/27/01,8/7/01,OIC
Philippines,Philippines,"MILF, Abu Sayyaf",1,2009,1,Mindanao,1/1/93,,5/9/02,5/17/02,Malaysia
Philippines,Philippines,"MNLF, MILF",1,1990,1,Mindanao,8/20/70,12/31/90,1/6/75,1//75,Organization of the Islamic Conference (OIC)
Philippines,Philippines,"MNLF, MILF",1,1990,1,Mindanao,8/20/70,12/31/90,4/17/75,8/14/75,Unidentified Moslem groups
Philippines,Philippines,"MNLF, MILF",1,1990,1,Mindanao,8/20/70,12/31/90,12/15/76,12/23/76,"OIC (Libya - Col. Kadhafi), Somalia, Senegal, Saudi Arabia"
Philippines,Philippines,"MNLF, MILF",1,1990,1,Mindanao,8/20/70,12/31/90,7/18/87,7//87,OIC
Philippines,Philippines,"MNLF, MILF",1,1990,1,Mindanao,8/20/70,12/31/90,2/7/77,3/3/77,OIC Muslim nations
Philippines,Philippines,"MNLF, MILF",1,1990,1,Mindanao,8/20/70,12/31/90,4/21/77,5/1/77,"OIC Muslim nations, Sec. Gen. of Islamic Conf. Gaye"
Philippines,Philippines,"MNLF, MILF",1,1990,1,Mindanao,8/20/70,12/31/90,11/7/93,2//94,"OIC (Mohammed Mohsin), Indonesia (FM Ali Alatas)"
Philippines,Philippines,"MNLF, MILF",1,1990,1,Mindanao,8/20/70,12/31/90,9/1/94,9/5/94,"OIC (Mohammed Mohsin), Indonesia (FM Ali Alatas)"
Philippines,Philippines,"MNLF, MILF",1,1990,1,Mindanao,8/20/70,12/31/90,11/27/95,12/1/95,"OIC (Mohammed Mohsin), Indonesia (FM Ali Alatas)"
Philippines,Philippines,"MNLF, MILF",1,1990,1,Mindanao,8/20/70,12/31/90,6/20/96,9/2/96,"OIC (Mohammed Mohsin), Indonesia (FM Ali Alatas)"
Rhodesia,Rhodesia,"ZANU , ZAPU",1,1979,1,Rhodesia,1/1/72,12/21/79,9/10/79,12/21/79,"United Kingdom - led by Secretary Lord Peter Carrington and Ian Gilmour, Baron Gilmour of Craigmillar."
Romania,Romania,National Salvation Front,0,1989,1,Romania,12/22/89,12/23/89,,,
Russia,Russia,Parliamentary forces,0,1993,1,Russia,10/3/93,10/4/93,,,
Russia,Russia,Republic of Chechnya (Ichkeria),0,1996,1,Chechnya,12/11/94,8/31/96,,,
Russia,Russia,Republic of Chechnya (Ichkeria),1,2007,1,Chechnya,7/20/99,10/7/07,10/7/99,,"EU delegation (Commissioner for Foreign Relations Chrit Patten, Finnish and Portuguese Foreign Ministers)"
Russia,Russia,Wahhabi movement of the Buinaksk district,0,1999,1,Dagestan,8/25/99,9/24/99,,,
Russia (Soviet Union),Russia (Soviet Union),Forces of the Caucasus Emirate,0,2009,1,Caucasus Emirate,11/28/07,,,,
Rwanda,Rwanda,FPR,1,1994,1,Rwanda,10/1/90,7/19/94,7/16/93,8/4/93,Pres. Myinyi
Rwanda,Rwanda,FPR,1,1994,1,Rwanda,10/1/90,7/19/94,9/17/91,9/21/91,Zaire President Mobutu
Rwanda,Rwanda,FPR,1,1994,1,Rwanda,10/1/90,7/19/94,7/10/92,7/14/92,Ahmed Hassan Diria - Tanzanian Minister of Foreign Affairs and International relations
Rwanda,Rwanda,FPR,1,1994,1,Rwanda,10/1/90,7/19/94,5/10/93,5/30/93,Tanzanian President Ali Hassan Mwinyi
Rwanda,Rwanda,FPR,1,1994,1,Rwanda,10/1/90,7/19/94,6/13/94,6/15/94,Organization of African Unity
Rwanda,Rwanda,FPR,1,1994,NA,,10/1/90,7/19/94,2/17/91,2/17/91,Pres. Myinyi
Rwanda,Rwanda,FPR,1,1994,NA,,10/1/90,7/19/94,3/18/91,3/19/91,President Sese Seko
Rwanda,Rwanda,FPR,1,1994,NA,,10/1/90,7/19/94,6/8/92,6/8/92,"US Ass Sec State for African Aff Cohen, Fr Min Delegate for Co-op Debarge, Sec G"
Rwanda,Rwanda,FPR,1,1994,NA,,10/1/90,7/19/94,8/10/92,8/18/92,"Pres. Myinyi, UN med Booh Booh of Cameroon"
Rwanda,Rwanda,FPR,1,1994,NA,,10/1/90,7/19/94,9/7/92,9/17/92,"Tanzania F. Aff, IR Minister Diria"
Rwanda,Rwanda,FPR,1,1994,NA,,10/1/90,7/19/94,10/6/92,10/31/92,"Tanzania F. Aff, IR Minister Diria"
Rwanda,Rwanda,FPR,1,1994,NA,,10/1/90,7/19/94,3/4/93,3/7/93,President Mynyi
Rwanda,Rwanda,FPR,1,1994,NA,,10/1/90,7/19/94,3/16/93,3/21/93,Pres. Myinyi
Rwanda,Rwanda,FPR,1,1994,NA,,10/1/90,7/19/94,6/9/93,6/26/93,Pres. Myinyi
Rwanda,Rwanda,PALIR,0,2002,1,Rwanda,5/25/97,12/31/02,,,
Rwanda,Rwanda,FDLR,NA,NA,NA,,,,,,
Saudi Arabia,Saudi Arabia,Juhayman Movement,0,1979,1,Saudi Arabia,11/25/79,12/15/79,,,
Senegal,Senegal,MFDC,0,1990,1,Casamance,1/1/90,12/31/90,,,
Senegal,Senegal,MFDC,1,1993,1,Casamance,1/1/92,7/8/93,1/2/92,7/8/93,Guinea-Bissau
Senegal,Senegal,MFDC,0,1995,1,Casamance,6/1/95,12/31/95,,,
Senegal,Senegal,MFDC,1,1998,1,Casamance,1/1/97,12/31/98,11/1/04,11/5/04,Afircan Union
Senegal,Senegal,MFDC,1,2001,1,Casamance,1/1/97,12/31/01,5/23/01,8/13/01,Gambia and Guinea-Bissau
Senegal,Senegal,MFDC,1,2001,1,Casamance,1/1/97,12/31/01,12/26/99,12/27/99,Gambia and Guinea-Bissau
Senegal,Senegal,MFDC,1,2001,1,Casamance,1/1/97,12/31/01,1/24/00,1/24/00,Gambia and Guinea-Bissau
Senegal,Senegal,MFDC,0,2003,1,Casamance,1/1/03,12/31/03,,,
Sierra Leone,Sierra Leone,RUF,1,2000,1,Sierra Leon,4/1/91,11/10/00,2/21/99,5/28/00,"ECOWAS, Norway"
Somalia,Somalia,"ARS/UIC, Harakat Ras Kamboni, Al-Shabaab, Hizbul-Islam",1,2009,2,,10/24/06,,,,
Somalia,Somalia,Military faction,0,1978,1,Somalia,4/9/78,4/9/78,,,
Somalia,Somalia,"SNA, SPM",1,1996,NA,,3/3/86,12/31/96,6/5/91,6/15/91,President Hassan Aptidon
Somalia,Somalia,"SNA, SPM",1,1996,NA,,3/3/86,12/31/96,7/15/91,7/21/91,President Hassan Aptidon
Somalia,Somalia,"SNA, SPM",1,1996,NA,,3/3/86,12/31/96,1/3/92,3/4/92,UN Assistant Sec. General Jonah
Somalia,Somalia,"SNA, SPM",1,1996,NA,,3/3/86,12/31/96,1/6/92,1/7/92,Ethiopian Government Rep
Somalia,Somalia,"SNA, SPM",1,1996,NA,,3/3/86,12/31/96,5/31/92,6/3/92,Ethiopian Government Reps
Somalia,Somalia,"SNA, SPM",1,1996,NA,,3/3/86,12/31/96,6/6/92,7/7/92,Ethiopia Govt. Representative
Somalia,Somalia,"SNA, SPM",1,1996,NA,,3/3/86,12/31/96,12/27/92,12/27/92,US Ambassador Oakley
Somalia,Somalia,"SNA, SPM",1,1996,NA,,3/3/86,12/31/96,1/6/93,3/27/93,"B. Butros-Ghali, UN Sec-Gen"
Somalia,Somalia,"SNA, SPM",1,1996,NA,,3/3/86,12/31/96,11/29/93,11/30/93,UN Representative
Somalia,Somalia,"SNA, SPM",1,1996,NA,,3/3/86,12/31/96,12/2/93,12/12/93,Ethiopian Government Rep
Somalia,Somalia,"SNA, SPM",1,1996,NA,,3/3/86,12/31/96,1/1/94,1/3/94,"Moi, Kenyan President"
Somalia,Somalia,"SNA, SPM",1,1996,NA,,3/3/86,12/31/96,3/11/94,3/25/94,UN Special Envoy Kouyate
Somalia,Somalia,"SNA, SPM",1,1996,NA,,3/3/86,12/31/96,1/3/97,1/9/97,Egypt For Min Al Mahammed
Somalia,Somalia,"SNA, SPM",1,1996,NA,,3/3/86,12/31/96,5/13/97,5/29/97,Egyptian Foreign Minister Mohammed
Somalia,Somalia,"SNA, SPM",1,1996,NA,,3/3/86,12/31/96,11/12/97,12/22/97,Egypt Government Rep
Somalia,Somalia,"SNA, SPM",1,1996,NA,,3/3/86,12/31/96,7/6/98,7/17/98,Kadhafi
Somalia,Somalia,"SNM, SSDF",0,1984,NA,,1/1/82,12/31/84,,,
Somalia,Somalia,SRRC,1,2002,1,Somalia,5/12/01,12/31/02,12/22/01,10/10/02,"US, Ethiopia, Sudan"
Somalia,Somalia,USC-faction,1,1996,1,Somalia,1/1/81,12/31/96,2/14/92,2/14/92,"UN, the Organization of African Unity, the Arab League and the Islamic Conference Organization"
Somalia,Somalia,USC-faction,1,1996,1,Somalia,1/1/81,12/31/96,10/8/96,10/15/96,Kenyan President Daniel arap Moi
South Africa,South Africa,ANC,1,1983,2,South Africa,1/1/81,12/31/83,6/1/83,7/20/83,"US, Bishop Tutu "
South Africa,South Africa,"ANC, PAC, Azapo",0,1988,1,South Africa,1/1/81,12/31/88,,,
South Africa,South Africa,SWAPO,0,1988,1,Namibia,8/26/66,12/22/88,,,
South Korea,South Korea,"Leftist insurgents (e.g. Inmin-gun: Peoples Army, military faction)",0,1950,1,Korea peninsula,4/1/48,6/25/50,,,
South Vietnam,South Vietnam,FNL,0,1964,1,South Vietnam,4/1/55,12/31/64,,,
Soviet Union,Soviet Union,Azerbaijani Popular Front,0,1990,1,Azerbaijan,1/19/90,1/20/90,,,
Soviet Union,Soviet Union,BDPS,0,1948,1,Lithuania,6/6/46,12/31/48,,,
Soviet Union,Soviet Union,Forest Brothers,0,1948,1,Estonia,1/1/46,12/31/47,,,
Soviet Union,Soviet Union,"LTS(p)A, LNJS, and LNPA",0,1947,1,Latvia,1/1/46,12/31/47,,,
Soviet Union,Soviet Unon,"Republic of Armenia, ANM",0,1991,1,Nagorno-Karabakh,1/19/90,10/18/91,,,
Soviet Union,Soviet Union,UPA,0,1950,1,Ukraine,1/1/46,12/31/50,,,
Spain,Spain,ETA,0,1981,1,Basque,10/3/80,12/31/81,,,
Spain,Spain,ETA,0,1987,NA,,1/1/87,12/31/87,,,
Spain,Spain,ETA,0,1992,1,Basque,1/1/91,12/31/92,,,
Sri Lanka,Sri Lanka,JVP,0,1971,1,Sri Lanka,4/5/71,6/9/71,,,
Sri Lanka,Sri Lanka,JVP,0,1990,1,Sri Lanka,2/1/89,12/31/90,,,
Sri Lanka,Sri Lanka,LTTE,1,2001,1,Eelam,7/1/83,12/24/01,8/10/83,1/25/84,India (Indira Ghandi)
Sri Lanka,Sri Lanka,LTTE,1,2001,1,Eelam,7/1/83,12/24/01,7/8/85,7/13/85,India (Indian Foreign Secretary Romesh Bhandari)
Sri Lanka,Sri Lanka,LTTE,1,2001,1,Eelam,7/1/83,12/24/01,8/12/85,8/22/85,India
Sri Lanka,Sri Lanka,LTTE,1,2001,1,Eelam,7/1/83,12/24/01,8/21/86,11/24/86,India
Sri Lanka,Sri Lanka,LTTE,1,2001,1,Eelam,7/1/83,12/24/01,7/23/87,8/4/87,India (Rajiv Ghandi)
Sri Lanka,Sri Lanka,LTTE,1,2001,1,Eelam,7/1/83,12/24/01,1/28/00,2/16/00,Norway 
Sri Lanka,Sri Lanka,LTTE,1,2001,1,Eelam,7/1/83,12/24/01,10//2000,6/8/01,Norway
Sri Lanka,Sri Lanka,LTTE,1,2001,NA,,7/1/83,12/24/01,8/14/83,8/16/83,Prime Minister Ghandi
Sri Lanka,Sri Lanka,LTTE,1,2001,NA,,7/1/83,12/24/01,8/23/85,8/26/85,"Prime Minister Ghandi, Foreign Min Bhandari"
Sri Lanka,Sri Lanka,LTTE,1,2001,NA,,7/1/83,12/24/01,10/7/85,10/10/85,Indian Foreign Sec Bhandari
Sri Lanka,Sri Lanka,LTTE,1,2001,NA,,7/1/83,12/24/01,1/3/95,1/6/95,"Foreign Monitors from Canada, Netherlands, Norway"
Sri Lanka,Sri Lanka,LTTE,1,2003,1,Eelam,6/23/03,12/31/03,1/6/03,1/9/03,Norway
Sri Lanka,Sri Lanka,LTTE,1,2003,1,Eelam,6/23/03,12/31/03,2/7/03,2/8/03,Norway
Sri Lanka,Sri Lanka,LTTE,1,2003,1,Eelam,6/23/03,12/31/03,3/18/03,3/21/03,Norway
Sri Lanka,Sri Lanka,LTTE,1,2003,1,Eelam,6/23/03,12/31/03,1/9/02,2/22/02,"Norway,  Deputy Foreign Minister Vidar Helgesen"
Sri Lanka,Sri Lanka,LTTE,1,2003,1,Eelam,6/23/03,12/31/03,9/16/02,9/18/02,"Norway, Norwegian peace negotiator Erik Solheim"
Sri Lanka,Sri Lanka,LTTE,1,2003,1,Eelam,6/23/03,12/31/03,10/31/02,11/3/02,Norway
Sri Lanka,Sri Lanka,LTTE,1,2003,1,Eelam,6/23/03,12/31/03,12/2/02,12/5/02,Norway
Sri Lanka (Ceylon),Sri Lanka (Ceylon),LTTE,1,2009,1,Eelam,12/2/05,,,,
Sudan,Sudan,Anya Nya/SSLM,1,1972,1,Southern Sudan,1/1/63,1/31/72,5//1971,2/28/72,"World Council of Churches, All-Africa Council of Churches"
Sudan,Sudan,Islamic Charter Front,0,1976,1,Sudan,7/2/76,7/2/76,,,
Sudan,Sudan,"SLM/A, JEM",1,2009,1,Sudan,4/9/03,,10/22/03,12/8/03,IGAD
Sudan,Sudan,"SLM/A, JEM",1,2009,1,Sudan,4/9/03,,9//2004,1/9/05,IGAD
Sudan,Sudan,"SLM/A, JEM",1,2009,1,Sudan,4/9/03,,3/31/04,4/8/04,President Idriss D_by of Chad
Sudan,Sudan,"SLM/A, JEM",1,2009,1,Sudan,4/9/03,,7/15/04,7/18/04,Hamid Algabid the Former PM of Niger
Sudan,Sudan,"SLM/A, JEM",1,2009,1,Sudan,4/9/03,,9/2/03,9/4/03,President Idriss D_by of Chad
Sudan,Sudan,"SPLA, DUP",1,2009,1,Southern Sudan,5/17/83,,11/5/92,11/11/92,Chairman of Med Comm. Ologunju/President Babanguida
Sudan,Sudan,"SPLA, DUP",1,2009,NA,,5/17/83,,9/19/94,9/21/94,President Moi
Sudan,Sudan,"SPLA, DUP",1,2009,NA,,5/17/83,,3/24/95,3/28/95,Carter
Sudan,Sudan,"SPLA, DUP",1,2009,NA,,5/17/83,,2/19/97,2/20/97,S. African President Mandela
Sudan,Sudan,"SPLA, DUP",1,2009,NA,,5/17/83,,8/4/97,8/6/97,IGAD (Chair Kenyan Pres. Moi) Committee for Sudan
Sudan,Sudan,"SPLA, DUP",1,2009,1,Southern Sudan,5/17/83,,10/25/93,10/25/93,Former US Pres. Jimmy Carter
Sudan,Sudan,"SPLA, DUP",1,NA,NA,,5/17/83,,8/7/91,8/7/91,President Babanguida
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,7/19/94,7/30/94,President Moi
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,12/1/89,12/5/89,Former US Pres. Jimmy Carter
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,5/26/92,6/5/92,OAU (Nigerian Pres. Ibrahim Babangida)
Sudan,sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,2/22/93,2/23/93,Uganda (Pres. Yoweri Museveni)
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,4/8/93,5/18/93,OAU/Nigeria
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,1/7/94,1/10/94,"IGADD (Ethiopia, Eritrea, Kenya, Uganda)"
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,3/8/94,3/23/94,"IGADD (Ethiopia, Eritrea, Kenya, Uganda)"
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,5/18/94,5/20/94,"IGADD (Ethiopia, Eritrea, Kenya, Uganda)"
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,7/18/94,7/28/94,"IGADD (Ethiopia, Eritrea, Kenya, Uganda)"
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,9/5/94,9/7/94,"IGADD (Ethiopia, Eritrea, Kenya, Uganda)"
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,8/12/97,8/26/97,Pres. Nelson Mandela (South Africa)
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,10/28/97,11/11/97,"IGAD, Pres. Nelson Mandela (South Africa)"
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,5/3/98,5/6/98,"IGAD (Ethiopia, Eritrea, Kenya, Uganda)"
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,8/4/98,8/6/98,"IGAD (Ethiopia, Eritrea, Kenya, Uganda)"
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,7/19/99,7/23/99,"IGAD (Ethiopia, Eritrea, Kenya, Uganda)"
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,1/13/02,1/23/02,USA (John Danforth US envoy to Sudan)
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,6/17/02,9/1/02,IGAD
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,10/14/02,10/17/02,IGAD
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,11/5/02,11/18/02,IGAD
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,1/23/03,2//2003,IGAD
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,3/19/03,//2003,IGAD
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,5/10/03,5//2003,IGAD
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,7/8/03,7/17/03,"IGAD (Kenya), UK, US"
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,8/10/03,9/25/03,IGAD
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,10/17/03,1/26/04,"IGAD, US Sec. of State Colin Powell"
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,2/??/04,5/26/04,IGAD (Kenya )
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,8/17/04,11/19/04,IGAD
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,12/9/04,12/31/04,IGAD
Sudan,Sudan,SPLM,1,2009,1,Southern Sudan,5/17/83,,11/26/99,12/5/99,Djibouti Pres. Guilleh
Sudan,Sudan,Sudanese Communist Party,0,1971,1,Sudan,7/19/71,7/21/71,,,
Sudan,Sudan,Republic of South Sudan,NA,NA,NA,,,,,,Hugo Chavez
South Sudan,South Sudan,"SSDM/A, SSLM/A",NA,NA,NA,,,,,,African Union
Surinam,Surinam,SLA/Jungle Commando,0,1988,1,Surinam,7/1/86,12/31/88,,,
Syria,Syria,Military faction,0,1966,1,Syria,2/23/66,2/23/66,,,
Syria,Syria,Muslim Brotherhood,0,1982,1,Syria,6/16/79,2/2/82,,,
Tajikistan,Tajikistan,"IRP, TDP",1,NA,1,Tajikistan,,,5/16/98,5/18/98,Kyrgyzstan
Tajikistan,Tajikistan,Movement for Peace in Tajikistan,0,1998,1,Tajikistan,11/4/98,11/9/98,,,
Tajikistan,Tajikistan,UTO,1,1996,1,Tajikistan,6/29/92,12/23/96,5/5/94,6/28/94,Iran
Tajikistan,Tajikistan,UTO,1,1996,1,Tajikistan,6/29/92,12/23/96,7/7/94,9/18/94,UN envoy
Tajikistan,Tajikistan,UTO,1,1996,1,Tajikistan,6/29/92,12/23/96,4/19/95,4/26/95,UN
Tajikistan,Tajikistan,UTO,1,1996,1,Tajikistan,6/29/92,12/23/96,7/8/96,7/21/96,UN
Tajikistan,Tajikistan,UTO,1,1996,1,Tajikistan,6/29/92,12/23/96,11/25/96,12/11/96,UN
Tajikistan,Tajikistan,UTO,1,NA,1,Tajikistan,,,1/6/97,1/19/97,Iran
Tajikistan,Tajikistan,UTO,1,NA,1,Tajikistan,,,2/28/97,3/8/97,Russia
Thailand,Thailand,CPT,0,1982,1,Thailand,10/1/74,12/31/82,,,
Thailand,Thailand,Military faction (Navy),0,1951,1,Thailand,6/30/51,7/1/51,,,
Thailand,Thailand,Patani insurgents,0,2009,1,Thailand,10/25/03,,,,
Togo,Togo,Military faction,0,1991,1,Togo,11/28/91,12/4/91,,,
Togo,Togo,MTD,0,1986,1,Togo,9/23/86,9/24/86,,,
Trinidad and Tobago,Trinidad and Tobago,Jamaat al-Muslimeen,0,1990,1,Trinidad and Tobago,8/1/90,8/1/90,,,
Tunisia,Tunisia,RTsistance ArmTe Tunisienne,0,1980,1,Tunisia,1/27/80,1/27/80,,,
Turkey,Turkey,Devrimci Sol,0,1992,1,Turkey,7/13/91,12/31/92,,,
Turkey,Turkey,Devrimici Sol,0,NA,1,Kurdistan,,,,,
Turkey,Turkey,MKP,0,2005,2,,6/18/05,10/17/05,,,
Turkey,Turkey,PKK/Kadek/KONGRA-GEL,0,2009,1,Kurdistan,8/15/84,,,,
Uganda,Uganda,Military faction (forces of Charles Arube),0,1974,2,,3/23/74,11/24/74,,,
Uganda,Uganda,UDCA/LRA,1,1998,1,Uganda,2/22/94,12/31/98,6/8/06,4/26/08,"Southern Sudan Vice President Riek Machar, the Community of Sant'Egido, South Africa, Kenya, and Mozambique."
Uganda,Uganda,UPA,1,1972,1,Uganda,1/25/71,11/30/72,10/4/72,10/5/72,"Styad Barreh, President of Somalia"
Uganda,Uganda,"UPA, UDCA",0,1991,1,Uganda,1/1/81,12/31/91,,,
UK,UK,"INLA, IRA",1,1998,NA,,,4//1998,12/15/95,12/18/95,Special US envoy George Mitchell
UK,UK,"INLA, IRA",1,1998,NA,,,4//1998,10/7/97,10/20/97,Special US envoy George Mitchell
UK,UK,PIRA,1,1991,1,N. Ire.,8/1/71,12/31/91,8/12/69,8/20/69,Eire PM Jack Lynch
UK,UK,PIRA,1,1991,1,N. Ire.,8/1/71,12/31/91,12/6/73,12/9/73,Eire PM Liam Cosgrave other Eire officials
UK,UK,PIRA,1,1991,1,N. Ire.,8/1/71,12/31/91,5//1980,11/15/85,Eire PM Garrett FitzGerald
UK,UK,PIRA,0,NA,1,N. Ire.,,,,,
UK,UK,PIRA,1,NA,1,N. Ire.,,,7/6/92,11/10/92,Former Australian Governor General Sir Ninian Stephen
UK,UK,PIRA,1,NA,1,N. Ire.,,,12/15/93,3//1994,"Eire PM Albert Reynolds, UK PM John Major"
UK,UK,PIRA,1,NA,1,N. Ire.,,,1/26/95,2/22/95,"UK NI Secretary Mayhew, Eire PM John Bruton, "
UK,UK,PIRA,1,NA,1,N. Ire.,,,6/10/96,6/19/96,Special US envoy George Mitchell
UK,UK,PIRA,1,NA,1,N. Ire.,,,9/5/97,9/24/97,Special US envoy George Mitchell
UK,UK,PIRA,1,NA,1,N. Ire.,,,1/12/98,4/10/98,Special US envoy George Mitchell
UK,UK,RIRA,0,1998,1,N. Ire.,1/1/98,8/18/98,,,
Uruguay,Uruguay,MLN/Tupamaros,0,1972,1,Uruguay,1/28/72,12/31/72,,,
USA,"USA, Australia, Canada, France, Germany, Italy, Japan, Jordan, Netherlands, Pola",al-Qaida (The Base),0,2002,1,USA,9/11/01,12/31/02,,,
USA,"USA, United Kingdom, Australia, Afghanistan, Belgium, Canada, Czehc Republic, Fr",al-Qaida (The Base),0,2004,1,USA,1/1/04,12/31/04,,,
USA,"USA, United Kingdom, Australia, Afghanistan, Belgium, Canada, Czehc Republic, Fr",al-Qaida (The Base),NA,2009,NA,,,,,,
Uzbekistan,"Uzbekistan, Kyrgyzstan",IMU,0,2000,1,Uzbekistan,8/17/00,12/31/00,,,
Uzbekistan,"Uzbekistan, Kyrgyzstan",JIG,0,2004,1,Uzbekistan,3/30/04,9/30/04,,,
Venezuela,Venezuela,Military faction,0,1962,1,Venezuela,7/3/62,12/31/62,,,
Venezuela,Venezuela,Military faction,0,1992,1,Venezuela,2/4/92,11/29/92,,,
Yemen,Yemen,Dem. Rep. of Yemen,1,1994,1,S. Yemen,4/28/94,7/7/94,3//1994,4//1994,"Jordan, Oman, French/US attaches, Egypt, Arab League"
Yemen,Yemen,Dem. Rep. of Yemen,1,1994,1,S. Yemen,4/28/94,7/7/94,6/9/94,6/29/94,"UN (Special envoy Lakdhar Brahimi), Arab League members"
Yemen,Yemen,Dem. Rep. of Yemen,1,1994,1,S. Yemen,4/28/94,7/7/94,6/30/94,6/30/94,Russia For. Min. Kozyiev
Yemen,Yemen,Dem. Rep. of Yemen,1,NA,1,S. Yemen,,,10//1993,11//1993,"France, Oman, Jordan, Palestinian, U.S."
Yemen,Yemen,Dem. Rep. of Yemen,1,NA,1,S. Yemen,,,12//1993,12//1993,Jordan
Yemen ,Yemen ,AQAP,0,2009,2,,12/17/09,,,,
Yemen North (Arab Repub),Yemen (North),National Democratic Front,1,1982,1,Yemen,5/1/80,12/31/82,11/23/81,11/26/81,"Kuwaiti Government, President Ali Nasser Mohammed of South Yemen"
Yemen North (Arab Repub),Yemen (North),National Democratic Front,1,1982,1,Yemen,5/1/80,12/31/82,4/3/82,4/16/82,Palestinian Liberation Organization (PLO)
Yemen North (Arab Repub),Yemen (North),Opposition coalition,0,1948,1,Yemen ,2/17/48,3/14/48,,,
Yemen North (Arab Repub),Yemen (North),Royalists,1,1970,1,Yemen ,10/1/62,3/15/70,6/12/65,6/15/65,"Al Sabah, PM of Kuwait"
Yemen North (Arab Repub),Yemen (North),Royalists,1,1970,1,Yemen ,10/1/62,3/15/70,8/1/67,8/5/67,Arab Ministeral Conference
Yemen North (Arab Repub),Yemen (North),Royalists,1,1970,1,Yemen ,10/1/62,3/15/70,9/17/67,9/26/67,"The Tripartite Committee (foreign ministers from Sudan, Iraq, and Morocco)"
Yemen South (people repub),Yemen (South),Faction of Yemenite Socialist Party,1,1986,1,Yemen,1/13/86,1/23/86,1/15/86,,Soviet embassy officials
